"","location","PIWO_count","age","decid","deadwood"
"1","1086-NW",0,46.4856246113777,43.8936461210251,4.38791663292795
"2","1166-SE",0,101.064886983236,0,6.92955554326375
"3","1167-SE",2,89.2280385634478,16.7345100641251,9.79882358102238
"4","1172-NW",0,92.4739556312561,1.50312495231628,20.5187497138977
"5","1173-NW",0,97.6079991658529,34.2208886226018,12.8995555559794
"6","1174-NW",0,88.9200014386858,15.8254761355264,10.6199997493199
"7","1199-SE",1,126.639999389648,0.276041673962027,12.8177082315087
"8","1200-SE",0,97.8277761671278,0,3.84296297067259
"9","1204-NW",0,89.5627086162567,13.1083330437541,9.06770795583725
"10","1206-NW",0,82.3031241893768,55.3360417485237,7.27708327770233
"11","121-NW",0,105.61875295639,25.4114585220814,12.0110415816307
"12","122-NW",0,100.846888987223,12.608000087738,4.18422218561173
"13","1234-NW",0,102.114222208659,0.0266666680574417,10.2106665293376
"14","1240-NW",0,89.3108881632487,25.8653334299723,11.9642220815023
"15","1241-NW",2,81.0202380589077,26.9633332065174,10.2688094207219
"16","1263-NW",2,106.418958187103,3.47937505692244,8.11375007033348
"17","1266-SE",0,80.7549996376038,22.9433333873749,11.0327084958553
"18","1267-SE",0,102.679791927338,11.6693748112302,14.7374997735023
"19","1268-NW",7,97.2419595157399,15.0649019549875,10.7952939201804
"20","1291-NW",0,174.586668491364,0,5.50937493145466
"21","1292-NW",5,113.62203640408,1.83444451126787,8.36111103163825
"22","1294-SE",0,93.6774516386144,16.915294156355,10.4458826289457
"23","1296-SE",0,87.1349023931167,24.9784314211677,6.20470592554878
"24","13-NW",1,87.7239209343405,4.82470590928022,1.98254901521346
"25","1321-NW",4,106.482001749674,0.0457777778307597,10.3717778841654
"26","1322-NW",0,118.527556355794,0,8.27155555089315
"27","1323-SE",0,105.646273893469,0.322549006518196,9.08137268178603
"28","14-NW",8,80.3324460347494,9.60955540339152,3.26333331684582
"29","1400-NE",0,90.6077072620392,0.0531249977648258,4.28354154387489
"30","1424-NW",0,123.030208587646,0,10.3483333438635
"31","1425-NW",4,105.680195976706,0.510588228702545,9.50686294892255
"32","1426-NW",4,83.459285736084,25.5714282648904,7.43642854690552
"33","1444-SE",0,85.1849994659424,0,6.78166646702448
"34","1448-NW",2,94.8511106703017,17.9796296490563,10.0477778646681
"35","1466-NW",0,132.843960762024,1.64312504045665,10.1010418236256
"36","1467-NW",0,133.803554280599,0.376444442073504,8.27466670672099
"37","1470-NW",2,NA,NA,NA
"38","15-NW",1,71.8512501716614,46.7583336830139,2.48583332449198
"39","1547-NW",0,80.7802070379257,5.43333327386063,9.24645829200745
"40","1564-SE",0,215.865111287435,1.95599999427795,8.68711109161377
"41","1565-NW",2,79.1439595222473,16.2697915136814,16.0472917258739
"42","1581-SE",0,174.734376907349,1.42624999582767,14.3266669511795
"43","1616-NW",0,NA,NA,NA
"44","1633-NW",0,NA,NA,NA
"45","1647-NW",0,130.64937543869,0,21.7575000822544
"46","17-NW",0,30.9760415554047,7.30916659533978,1.11541667021811
"47","187-SE",0,85.7410416603088,46.2908330410719,4.88499996066093
"48","2-NW",1,76.4226194109235,3.37761906215123,2.14499994686672
"49","212-NW",0,29.182777510749,9.13712945249346,2.1140740466718
"50","235-NW",0,60.0041682720184,82.7620842456818,9.88812464475632
"51","236-NW",0,76.661110941569,55.0242218017578,12.1064444065094
"52","264-NW",0,68.3631118774414,65.4186662038167,10.8135555267334
"53","265-NW",0,67.3288235383875,81.6866667130414,11.8970587954802
"54","266-NW",0,83.2431252002716,64.1010407805443,11.5550000071526
"55","270-NW",0,58.7515690747429,6.58137240479974,9.37960789133521
"56","277-SE",0,87.6154160499573,39.2333330959082,5.66291674226522
"57","294-NW",0,82.7462734895594,38.9723526169272,10.4439214538125
"58","295-NW",0,64.9847624642508,7.98261911528451,6.92785712650844
"59","296-NW",0,66.8664929239373,3.10035086305518,21.3064912871311
"60","3-NW",0,108.809998680564,6.14254916415495,4.07647059981109
"61","301-NW",0,61.9424990713596,4.10979153215885,2.93041656445712
"62","318-NW",0,41.9360417127609,51.4852085113525,9.18270801752806
"63","32-NW",0,29.4890737533569,21.9627772437202,10.1542592479123
"64","320-SE",0,84.3194122314453,21.4543131414582,7.04941164746004
"65","321-SE",0,76.1328885396322,60.7139980316162,10.945111211141
"66","322-SE",0,88.8610410690308,27.6122915036976,9.68916672468185
"67","323-NW",0,74.2279988606771,10.3355556488037,6.55688879887263
"68","324-NW",0,83.0484441121419,1.70355559984843,13.4904446125031
"69","325-NW",0,57.6579164266586,1.72937504947186,31.3483331054449
"70","33-NW",0,79.2508330345154,40.7537488937378,6.32687512040138
"71","331-NW",0,73.4614572525024,3.79895828478038,5.36666663736105
"72","332-NW",0,45.4504171609879,3.78312501125038,2.42291666194797
"73","34-NW",0,71.4172226852841,12.5203700595432,3.48962966269917
"74","346-NW",4,63.2143754959106,76.5339572429657,9.13208338618279
"75","349-SE",0,80.5120842456818,21.5489581078291,11.009583465755
"76","351-SE",0,55.3938883675469,7.48462969726986,15.1220370133718
"77","352-NW",0,52.0502083301544,6.55604155361652,12.3222919553518
"78","353-NW",0,36.6321573257446,6.77254902615267,15.5776473353891
"79","359-NW",0,76.0164698432474,20.6941176845747,10.0347057791317
"80","360-NW",0,73.0084311541389,5.92098032726961,6.79960782387677
"81","361-NW",3,69.2356252670288,7.17687490116805,5.97166657820344
"82","37-NW",0,44.8555557250977,11.7666662693024,4.0040000240008
"83","376-NW",0,57.9075921376546,93.0181482103136,10.7774073017968
"84","378-NW",0,56.8574517193963,21.2876467845019,19.399019465727
"85","379-SE",0,73.0295575459798,52.7015557607015,5.9875554005305
"86","380-SE",0,70.9738104684012,22.2602384175573,12.4780950290816
"87","381-SE",0,58.2926666259766,3.90733332633972,19.1242223819097
"88","382-NW",0,44.1490203352535,5.06705892348991,8.87647043091848
"89","383-NW",0,36.7737780888875,6.15444445610046,8.65400005976359
"90","384-NW",0,46.625111134847,2.74711124996344,29.8597780545553
"91","389-NW",0,72.4845838546753,35.7712498381734,9.89104154706001
"92","390-NW",0,58.3522920608521,2.49729170557112,5.09395825862885
"93","391-NW",0,39.8497776031494,34.3246665318807,10.8893329699834
"94","392-NW",0,52.9491111755371,12.1206666310628,6.72133307854334
"95","4-NW",2,76.3315681008732,5.01294106595656,2.41960783565746
"96","404-SE",0,52.5762507915497,4.00625006854534,14.0664583444595
"97","405-SE",0,37.091666996479,5.58354168385267,9.8129168190062
"98","409-NW",0,21.3083338737488,8.61874997615814,16.5889576077461
"99","410-NW",0,47.9454904444077,30.6233332157135,15.6752943712122
"100","412-NW",0,73.1991101582845,0.501777785023053,10.3277779579163
"101","413-NW",0,60.4842853546143,8.58380966527121,7.71571425880705
"102","414-NW",0,73.8674986362457,7.36937491595745,15.5556250810623
"103","415-NW",0,63.5441665649414,12.2472916711122,14.3947915732861
"104","416-NW",0,53.7068750858307,83.847916841507,7.2162499576807
"105","417-NW",0,67.1235415935516,38.2266666293144,15.4500001072884
"106","421-NW",0,58.1983337402344,9.17812482267618,7.0577083081007
"107","422-NW",0,54.7154176235199,5.03687503933907,5.06000013276935
"108","433-SE",0,72.8164577484131,42.7312497198582,17.0518750697374
"109","439-NW",0,48.3942217508952,17.0226665178935,6.73888888955116
"110","440-NW",0,68.1645083707922,20.2988233846777,10.6413724562701
"111","442-NW",0,59.7158324718475,5.95333337783813,6.17854156903923
"112","443-NW",1,78.2291665077209,12.2908332571387,17.4372913241386
"113","444-NW",0,69.4062215169271,13.0095553080241,13.6382223924001
"114","445-NW",0,74.8193344116211,8.27422218720118,16.4377778689067
"115","446-NW",0,68.566458940506,48.5437496900558,18.4241664111614
"116","447-NW",0,67.4523533091826,73.5584309521843,8.86333315512713
"117","451-NW",0,74.5757776896159,4.17822213967641,5.32377773920695
"118","452-NW",0,54.3785415887833,8.44812493771315,4.68958334065974
"119","463-SE",0,68.1564430236816,55.3515555063883,15.1588889439901
"120","464-SE",0,80.0877091884613,1.96458338201046,14.0710418149829
"121","465-SE",3,63.0349994235569,25.7614811261495,15.5118515094121
"122","470-NW",0,54.370208978653,11.6349999457598,7.08583342283964
"123","472-NW",0,59.1139585971832,14.0237498283386,9.59666676074266
"124","473-NW",1,85.7310431003571,20.0714579857886,16.5893752276897
"125","474-NW",0,76.9200004577637,11.6064446210861,15.5271106640498
"126","475-NW",0,81.918519337972,9.20925929148992,7.75351836284002
"127","476-NW",0,81.4812500476837,4.14166671782732,16.6510413140059
"128","477-NW",0,64.0188893636068,12.6815555671851,11.981777826945
"129","481-NW",8,58.2582354826086,42.9525485967889,8.07274505671333
"130","482-NW",0,93.836665391922,11.8100003749132,10.8731251060963
"131","483-NW",0,69.5740000406901,4.52111109296481,18.5348890105883
"132","497-NW",0,69.4474995136261,50.7897920198739,14.4339583516121
"133","498-NW",0,71.4741661548615,27.4093747362494,21.413333132863
"134","499-NW",0,69.2124445597331,31.404000600179,21.8706664562225
"135","5-NW",0,35.2041662931442,23.8537498861551,3.49937509559095
"136","503-SE",0,59.4040467739105,20.1186901437385,10.5838096700609
"137","504-SE",3,69.5779161453247,7.89354149252176,13.0175000578165
"138","505-SE",0,67.2791666984558,15.6749997735023,21.0756252482533
"139","506-NW",0,50.8962240854899,10.6639997959137,20.12755540212
"140","507-NW",0,72.2828887939453,3.23288904825846,9.61466677983602
"141","508-NW",0,69.4947063221651,2.3078431048814,2.73627452990588
"142","512-NW",0,71.814312654383,50.9017641228788,11.8288235103383
"143","514-NW",0,66.5874993801117,18.9062501788139,12.9499999135733
"144","528-NW",0,87.2351109822591,38.8262222290039,15.7288891792297
"145","529-NW",0,72.3147060169893,2.30666665469899,9.27529391120462
"146","530-NW",0,72.2106249332428,2.29041668772697,21.0533336400986
"147","534-SE",0,66.0559264289008,73.4985184139676,8.59333324432373
"148","535-SE",0,62.6104171276093,9.39791698008776,17.4366669207811
"149","537-NW",0,69.1998023986816,21.6700000307139,18.939411387724
"150","538-NW",0,69.2918751239777,8.99020840972662,8.47812497243285
"151","539-NW",0,74.6514568328857,20.7058330774307,17.7974996864796
"152","543-NW",0,92.1060423851013,18.1114582400769,12.9349999427795
"153","544-NW",0,59.7242225646973,12.6984447201093,18.4022223154704
"154","545-NW",1,77.8415557861328,6.10244433879852,10.8779999097188
"155","555-NW",3,64.6312503814697,37.0014577656984,16.6645830720663
"156","560-NW",0,78.9237775166829,26.038666788737,17.1975553750992
"157","561-NW",0,61.2856249809265,16.7899999842048,23.0037496685982
"158","565-SE",0,65.209523337228,24.2504763262612,21.0309522662844
"159","566-SE",0,57.2797918319702,16.3702083230019,15.1664584577084
"160","567-SE",0,66.6793744564056,14.042916553095,19.9183336794376
"161","568-NW",0,81.3872235616048,17.3444443411297,10.6488889190886
"162","569-NW",0,62.1692853655134,34.0014283997672,17.6897622517177
"163","570-NW",0,73.7691113789876,3.93688882986705,16.9404444376628
"164","574-NW",0,79.6544443766276,55.3226657231649,10.2640000025431
"165","575-NW",0,73.8379987080892,13.2984441359838,15.8808884620667
"166","576-NW",2,70.0447912216187,4.14874988794327,13.1533333584666
"167","584-NW",0,74.0966679709298,68.0130952426365,11.1302380221231
"168","585-NW",0,69.3275005817413,13.4572915136814,23.1689584255219
